id|name|gene_id
6983|MAT1|3366
6984|RNF66|3366
6985|PYHIN3|3367
6986|ROX|3368
6987|MXD6|3368
6988|MAD6|3368
6989|bHLHd3|3368
6990|lncRNA-HAL|3368
6991|MOCOD|3370
6992|MOCO1|3371
6993|MOCS2A|3371
6994|MOCS2B|3371
6995|BTN6|3372
6996|BTNL11|3372
6997|gb110|3374
6998|MGC2948|3374
6999|fSAP113|3374
7000|MOX1|3375
7001|MOX2|3375
7002|MRC|3375
7003|OX-2|3375
7004|MDG|3376
7005|CD110|3378
7006|TPOR|3378
7007|THPOR|3378
7008|DXS552E|3380
7009|PEMP|3380
7010|DKFZp761D0712|3381
7011|MST|3383
7012|TST2|3383
7013|TUM1|3383
7014|CMT1|3385
7015|CMT1B|3385
7016|HMSNIB|3385
7017|CMT2I|3385
7018|CMT2J|3385
7019|P0|3385
7020|MRC1L1|3386
7021|CLEC13D|3386
7022|CD206|3386
7023|bA541I19.1|3386
7024|CLEC13DL|3386
7025|MRE11A|3387
7026|ATLD|3387
7027|MRE11B|3388
7028|MRP|3389
7029|MRP1|3389
7030|GS-X|3389
7031|myr1|3390
7032|MSG1|3393
7033|COCA1|3394
7034|HNPCC1|3394
7035|MSH-2|3394
7036|G7|3397
7037|PSP-94|3399
7038|PSP57|3399
7039|PSP94|3399
7040|IGBF|3399
7041|MSP|3399
7042|MSPB|3399
7043|PN44|3399
7044|PRPS|3399
7045|MSNL1|3401
7046|SCARA1|3402
7047|CD204|3402
7048|SR-AI|3402
7049|SR-AII|3402
7050|SR-AIII|3402
7051|SR-A|3402
7052|D3F15S2|3404
7053|HGFL|3404
7054|DNF15S2|3404
7055|NF15S2|3404
7056|RON|3405
7057|PTK8|3405
7058|SEA|3405
7059|CDw136|3405
7060|CD136|3405
7061|HOX7|3406
7062|HYD1|3406
7063|OFC5|3406
7064|PFM1|3407
7065|CRS2|3407
7066|HOX8|3407
7067|MT1S|3408
7068|MT1Q|3409
7069|MTD|3410
7070|MT1NP|3414
7071|MT1J|3414
7072|MTB|3414
7073|MT1K|3415
7074|MTF|3416
7075|MT1R|3416
7076|MT1|3417
7077|MT-1l|3417
7078|MT2|3418
7079|MSAP|3421
7080|c86fus|3421
7081|MTATP6|3422
7082|RP|3422
7083|ATP6|3422
7084|ATPase-6|3422
7085|Su6m|3422
7086|MTATP8|3423
7087|ATP8|3423
7088|A6L|3423
7089|URFA6L|3423
7090|MTTC|3424
7091|trnC|3424
7092|MTCO1|3425
7093|COI|3425
7094|MTCO2|3426
7095|CO2|3426
7096|MTCO3|3427
7097|COX3|3427
7098|COIII|3427
7099|CO3|3427
7100|P13MTCP1|3428
7101|p8MTCP1|3428
7102|TCL1C|3428
7103|MTCYB|3429
7104|COB|3429
7105|CYTB|3429
7106|UQCR3|3429
7107|MTH1|3431
7108|MTHFC|3432
7109|MTHFD|3432
7110|MTHFDL1|3433
7111|MTHFDP1|3433
7112|IF-2mt|3435
7113|MTL3|3436
7114|MTND1|3438
7115|ND1|3438
7116|NAD1|3438
7117|MTND2|3439
7118|ND2|3439
7119|NAD2|3439
7120|MTND3|3440
7121|ND3|3440
7122|NAD3|3440
7123|MTND4|3441
7124|LHON|3441
7125|ND4|3441
7126|NAD4|3441
7127|MTND4L|3442
7128|ND4L|3442
7129|NAD4L|3442
7130|MTND5|3443
7131|ND5|3443
7132|NAD5|3443
7133|MTND6|3444
7134|NAD6|3444
7135|ND6|3444
7136|MEL-1A-R|3446
7137|MTP|3448
7138|cblG|3449
7139|MTRNR1|3450
7140|12S|3450
7141|MOTS-c|3450
7142|MTRNR2|3451
7143|HN|3451
7144|16S|3451
7145|cblE|3452
7146|MTTA|3453
7147|trnA|3453
7148|MTTD|3454
7149|trnD|3454
7150|MTTE|3455
7151|trnE|3455
7152|MTTF|3456
7153|trnF|3456
7154|MTTG|3457
7155|trnG|3457
7156|MTTH|3458
7157|trnH|3458
7158|MTTI|3459
7159|trnI|3459
7160|MERRF|3460
7161|MTTK|3460
7162|trnK|3460
7163|MTTL1|3461
7164|TRNL1|3461
7165|MTTL2|3462
7166|TRNL2|3462
7167|MTTM|3463
7168|trnM|3463
7169|MTTN|3464
7170|trnN|3464
7171|trnP|3465
7172|MTTQ|3466
7173|trnQ|3466
7174|MTTR|3467
7175|trnR|3467
7176|MTTS1|3468
7177|TRNS1|3468
7178|MTTS2|3469
7179|TRNS2|3469
7180|MTTT|3470
7181|LIMM|3470
7182|trnT|3470
7183|MTTV|3471
7184|trnV|3471
7185|MTTW|3472
7186|trnW|3472
7187|MTTY|3473
7188|trnY|3473
7189|MTX|3474
7190|MTXN|3474
7191|MTXP|3475
7192|MTX1P|3475
7193|KL-6|3476
7194|PUM|3476
7195|MCKD1|3476
7196|CD227|3476
7197|PEM|3476
7198|ADMCKD|3476
7199|ADMCKD1|3476
7200|MCKD|3476
7201|MCD|3476
7202|EMA|3476
7203|Ca15-3|3476
7204|MUC3|3478
7205|FLJ27047|3482
7206|MG2|3482
7207|MUL|3483
7208|KIAA0898|3483
7209|POB1|3483
7210|TEF3|3483
7211|MUT|3485
7212|MCM|3485
7213|MYH|3486
7214|MPD|3487
7215|LRBP|3488
7216|IFI-78K|3489
7217|MxA|3489
7218|lncMX1-215|3489
7219|MXB|3490
7220|MXD2|3491
7221|MAD2|3491
7222|MXI|3491
7223|bHLHc11|3491
7224|c-myb|3492
7225|AMYB|3493
7226|A-myb|3493
7227|ssMyBP-C|3494
7228|BMYB|3495
7229|B-MYB|3495
7230|MYBPCF|3496
7231|MGC163408|3496
7232|fsMyBP-C|3496
7233|CMH4|3497
7234|cMyBP-C|3497
7235|c-Myc|3499
7236|bHLHe39|3499
7237|MYCC|3499
7238|MYCL1|3500
7239|LMYC|3500
7240|bHLHe38|3500
7241|MYCL2|3501
7242|MYCL1P1|3501
7243|NMYC|3502
7244|bHLHe37|3502
7245|N-myc|3502
7246|MYCNOT|3502
7247|MYD118|3504
7248|GADD45BETA|3504
7249|DKFZP566B133|3504
7250|bHLHc2|3505
7251|MRF4|3506
7252|bHLHc4|3506
7253|MYHSA1|3507
7254|MYHa|3507
7255|MyHC-2X/D|3507
7256|MGC133384|3507
7257|IBM3|3508
7258|MYH2A|3508
7259|MYHSA2|3508
7260|MyHC-IIa|3508
7261|MYHas8|3508
7262|MyHC-2A|3508
7263|MYHC-EMB|3509
7264|MYHSE1|3509
7265|HEMHC|3509
7266|SMHCE|3509
7267|MYH2B|3510
7268|MyHC-2B|3510
7269|MyHC-IIb|3510
7270|CMH1|3512
7271|MPD1|3512
7272|CMD1S|3512
7273|MyHC-peri|3513
7274|MyHC-pn|3513
7275|DFNA17|3514
7276|NMMHCA|3514
7277|NMHC-II-A|3514
7278|MHA|3514
7279|FTNS|3514
7280|EPSTS|3514
7281|NMMHCB|3515
7282|SMMHC|3516
7283|SMHC|3516
7284|SMMS-1|3516
7285|MLC1F|3517
7286|MLC3F|3517
7287|MLC-1|3517
7288|MLC1/3|3517
7289|CMH10|3518
7290|CMH8|3519
7291|VLC1|3519
7292|MLC1V|3519
7293|MLC1SB|3519
7294|AMLC|3520
7295|GT1|3520
7296|PRO1957|3520
7297|ESMLC|3522
7298|MLC3NM|3522
7299|MLC1SM|3522
7300|smMLCK|3523
7301|MYLK1|3523
7302|MLCK1|3523
7303|KRP|3523
7304|Telokin|3523
7305|MLCK108|3523
7306|MLCK210|3523
7307|MYLK-L|3523
7308|MYHL|3524
7309|DFNA48|3524
7310|BBMI|3524
7311|myr2|3525
7312|MyoIC|3525
7313|KIAA0727|3526
7314|myr4|3526
7315|PPP1R108|3526
7316|HuncM-IC|3527
7317|MGC104638|3527
7318|MYH12|3528
7319|MYO5|3528
7320|MYR12|3528
7321|KIAA1119|3529
7322|DFNA22|3530
7323|DFNB37|3530
7324|KIAA0389|3530
7325|USH1B|3531
7326|DFNB2|3531
7327|DFNA11|3531
7328|NSRD2|3531
7329|FLJ11061|3533
7330|FLJ13244|3533
7331|MGC71859|3533
7332|CELIAC4|3534
7333|KIAA0799|3535
7334|MyoX|3535
7335|GLC1A|3536
7336|TIGR|3536
7337|JOAG1|3536
7338|MYF3|3537
7339|MYOD|3537
7340|bHLHc1|3537
7341|MYF4|3538
7342|bHLHc3|3538
7343|MYPT1|3539
7344|MBS|3539
7345|M130|3539
7346|MYPT2|3540
7347|MGC87886|3540
7348|MGC131980|3540
7349|PP1bp55|3540
7350|PLPB1|3541
7351|MYTI|3541
7352|ZC2HC4A|3541
7353|NZF2|3541
7354|ZC2H2C1|3541
7355|MADER|3543
7356|NACA1|3544
7357|D22S674|3545
7358|NAG|3546
7359|NAGR1|3547
7360|HNRPM|3547
7361|HTGR1|3547
7362|HNRNPM4|3547
7363|HNRPM4|3547
7364|CEAR|3547
7365|BIRC1|3548
7366|NLRB1|3548
7367|MGC8688|3549
7368|MGC23410|3549
7369|BPX|3550
7370|MGC26243|3550
7371|MB20|3551
7372|NPL3|3551
7373|MGC26312|3551
7374|NARS|3553
7375|AsnRS|3553
7376|FLB7527|3554
7377|FLJ31599|3554
7378|FLJ35510|3554
7379|MGC19722|3554
7380|MGC20372|3554
7381|MGC2297|3554
7382|DKFZp547F162|3554
7383|PRO1999|3554
7384|NCA|3555
7385|CD66c|3555
7386|D1S1733E|3556
7387|NB|3556
7388|NO3|3556
7389|DAND1|3556
7390|NBP1|3557
7391|NBP35|3557
7392|CIAO5|3557
7393|NBS|3558
7394|NBS1|3558
7395|ATV|3558
7396|AT-V2|3558
7397|AT-V1|3558
7398|NCAM|3559
7399|CD56|3559
7400|NCAM21|3560
7401|MGC51008|3560
7402|NCBP|3561
7403|CBP80|3561
7404|Sto1|3561
7405|p67phox|3562
7406|NOXA2|3562
7407|p40phox|3563
7408|SH3PXD4|3563
7409|NCK|3564
7410|NCKalpha|3564
7411|C23|3565
7412|Nsr1|3565
7413|HsT16328|3566
7414|EVR2|3567
7415|norrin|3567
7416|MWFE|3568
7417|CI-MWFE|3568
7418|B8|3569
7419|B9|3570
7420|MLRQ|3571
7421|CI-9k|3571
7422|COXFA4|3571
7423|MRCAF1|3571
7424|MISTR1|3571
7425|B13|3572
7426|NUFM|3572
7427|CI-13KD-B|3572
7428|UQOR13|3572
7429|CI-13kB|3572
7430|B14|3574
7431|LYRM6|3574
7432|CI-B14|3574
7433|NADHB14|3574
7434|B14.5a|3575
7435|PGIV|3576
7436|MGC793|3576
7437|NEM2|3577
7438|NEB177D|3577
7439|NDUFS2L|3578
7440|SDR22E1|3578
7441|CI-39k|3578
7442|COQ11|3578
7443|CI-42k|3579
7444|SDAP|3580
7445|FASN2A|3580
7446|ACP|3580
7447|MNLL|3581
7448|CI-MNLL|3581
7449|AGGG|3582
7450|CI-AGGG|3582
7451|B12|3583
7452|B15|3584
7453|SGDH|3585
7454|CI-SGDH|3585
7455|MGC12314|3585
7456|CI|3586
7457|CI-B18|3587
7458|MGC2480|3587
7459|ASHI|3588
7460|CI-ASHI|3588
7461|B22|3589
7462|UQOR22|3589
7463|LYRM3|3589
7464|PDSW|3590
7465|KFYI|3591
7466|B14.5b|3592
7467|HLC-1|3592
7468|CI-75k|3593
7469|CI-49|3594
7470|CI-30|3595
7471|CI-51K|3596
7472|AQDQ|3597
7473|CI-18|3597
7474|CI-15k|3598
7475|CI-13kA|3599
7476|TYKY|3600
7477|CI-23k|3600
7478|CI-24k|3601
7479|CI-10k|3603
7480|NEDD3|3604
7481|KIAA0093|3605
7482|MGC176705|3605
7483|NEDD4-1|3605
7484|DIFF6|3606
7485|NEDD5|3606
7486|SEPT2|3606
7487|KIAA0158|3606
7488|hNedd5|3606
7489|Pnutl3|3606
7490|NEDD6|3607
7491|Csa-19|3607
7492|L10A|3607
7493|uL1|3607
7494|Nedd-8|3608
7495|HEF1|3609
7496|CAS-L|3609
7497|CASS2|3609
7498|NEF3|3610
7499|NFM|3610
7500|NF-M|3610
7501|NF-H|3611
7502|NFH|3611
7503|IDH3GL|3612
7504|FLJ45906|3612
7505|NFL|3613
7506|CMT1F|3613
7507|CMT2E|3613
7508|NF68|3613
7509|PPP1R110|3613
7510|NY-REN-55|3614
7511|KIAA1901|3614
7512|NLK1|3615
7513|NEK2A|3615
7514|RP67|3615
7515|PPP1R111|3615
7516|HSPK36|3616
7517|MGC29949|3616
7518|NGN|3618
7519|HsT17534|3618
7520|IGDCC2|3618
7521|NTN1R2|3618
7522|NEU|3619
7523|SIAL2|3620
7524|NEUROD|3621
7525|BETA2|3621
7526|BHF-1|3621
7527|NeuroD|3621
7528|bHLHa3|3621
7529|MODY6|3621
7530|NDRF|3622
7531|bHLHa1|3622
7532|NEUROD3|3623
7533|AKA|3623
7534|Math4C|3623
7535|ngn1|3623
7536|bHLHa6|3623
7537|NF1L1|3625
7538|NF1L5|3626
7539|merlin|3627
7540|ACN|3627
7541|SCH|3627
7542|BANF|3627
7543|merlin-1|3627
7544|NF-ATC|3628
7545|NFATc|3628
7546|NFAT2|3628
7547|NF-ATP|3629
7548|NFATp|3629
7549|NFAT1|3629
7550|NFI-L|3630
7551|KIAA1439|3630
7552|NFAT4|3631
7553|NFATX|3631
7554|n339260|3631
7555|NFAT3|3632
7556|NF-E2|3633
7557|TCF11|3634
7558|LCR-F1|3634
7559|FLJ00380|3634
7560|NRF-1|3634
7561|NRF-2|3635
7562|NFI-RED|3636
7563|NFIB2|3636
7564|NFIB3|3636
7565|NFI|3637
7566|CTF|3637
7567|NF-I|3637
7568|CTF5|3637
7569|IL3BP1|3638
7570|E4BP4|3638
7571|NFIL3A|3638
7572|NF-IL3A|3638
7573|NF1A|3639
7574|KBF1|3640
7575|p105|3640
7576|NFKB-p50|3640
7577|NF-kappaB|3640
7578|NFkappaB|3640
7579|NF-kB1|3640
7580|LYT-10|3641
7581|NF-kB2|3641
7582|p49/p100|3641
7583|NFKBI|3642
7584|IKBA|3642
7585|MAD-3|3642
7586|IkappaBalpha|3642
7587|IKBB|3643
7588|TRIP9|3643
7589|IKBE|3644
7590|NFKBIL|3645
7591|IKBL|3645
7592|NFKBIL2|3646
7593|IKBR|3646
7594|DKFZp547B2013|3647
7595|INO80G|3647
7596|NFX2|3648
7597|MGC20369|3648
7598|Tex42|3648
7599|TEG-42|3648
7600|CBF-B|3649
7601|NF-YA|3649
7602|CBF-A|3650
7603|HAP3|3650
7604|NF-YB|3650
7605|CBF-C|3651
7606|NF-YC|3651
7607|NGFB|3652
7608|TNFRSF16|3653
7609|CD271|3653
7610|p75NTR|3653
7611|HEN1|3654
7612|NSCL|3654
7613|NSCL1|3654
7614|bHLHa35|3654
7615|HEN2|3655
7616|bHLHa34|3655
7617|SSFA1|3656
7618|NHP2L1|3656
7619|FA-1|3656
7620|SPAG12|3656
7621|SNRNP15-5|3656
7622|15.5K|3656
7623|NID|3658
7624|entactin|3658
7625|NIN1|3659
7626|GIG1|3662
7627|GMP-17|3662
7628|p104|3663
7629|NKX2B|3664
7630|NKX2.2|3664
7631|NKX3A|3665
7632|NKX3.1|3665
7633|BAPX2|3665
7634|NKX6A|3666
7635|Nkx6.1|3666
7636|Peg5|3667
7637|MGC2277|3668
7638|MGC3936|3668
7639|MGC17211|3668
7640|BB1|3669
7641|BB1R|3669
7642|BRS1|3669
7643|NM23|3670
7644|NM23-H1|3670
7645|NDPKA|3670
7646|NM23-H2|3671
7647|NDPKB|3671
7648|DR-nm23|3672
7649|NM23-H3|3672
7650|NDPKC|3672
7651|nm23-H4|3673
7652|NM23H4|3673
7653|NDPKD|3673
7654|NMOR2|3674
7655|QR2|3674
7656|DHQV|3674
7657|DIA6|3674
7658|NMT|3675
7659|NOL1|3678
7660|NOP120|3678
7661|NSUN1|3678
7662|NRB54|3679
7663|NMT55|3679
7664|P54NRB|3679
7665|P54|3679
7666|PPP1R114|3679
7667|NOS|3680
7668|nNOS|3680
7669|NOS2A|3681
7670|iNOS|3681
7671|HEP-NOS|3681
7672|ECNOS|3682
7673|eNOS|3682
7674|NOT2|3683
7675|CDC36|3683
7676|NOT2H|3683
7677|NOT3|3684
7678|NOT3H|3684
7679|KIAA0691|3684
7680|LENG2|3684
7681|NOT4|3685
7682|CLONE243|3685
7683|NOT4H|3685
7684|TAN1|3686
7685|PYY4|3687
7686|CADASIL|3689
7687|CASIL|3689
7688|INT3|3690
7689|NOV|3691
7690|IGFBP9|3691
7691|NOVA-1|3692
7692|NOVA3|3693
7693|ANOVA|3693
7694|NOVA-2|3693
7695|NP|3694
7696|PUNP|3694
7697|MOP5|3695
7698|PASD5|3695
7699|bHLHe11|3695
7700|MOP4|3696
7701|PASD4|3696
7702|bHLHe9|3696
7703|E14|3697
7704|p220|3697
7705|SLC65A1|3698
7706|NPH1|3699
7707|JBTS4|3699
7708|SLSN1|3699
7709|CNF|3700
7710|NPHN|3700
7711|B23|3701
7712|NPM|3701
7713|NPMP1|3702
7714|NG1-1.6|3702
7715|NPMP2|3703
7716|NG2-6|3703
7717|NPMP3|3704
7718|NPM1P15|3704
7719|NG3-3|3704
7720|NPMP5|3705
7721|NG5-4|3705
7722|NPMP6|3706
7723|NG6-4|3706
7724|ANP|3707
7725|PND|3707
7726|ANPRA|3710
7727|NPRA|3710
7728|GUCY2A|3710
7729|ANPa|3710
7730|ANPRB|3711
7731|NPRB|3711
7732|AMDM|3711
7733|GUCY2B|3711
7734|ANPb|3711
7735|GC-B|3711
7736|NPRC|3712
7737|ANPRC|3712
7738|C5orf23|3712
7739|FLJ14054|3712
7740|NPYR|3715
7741|PP2|3717
7742|NPY1RL|3717
7743|NPY6RP|3717
7744|NPYR5|3718
7745|NRAMP2|3719
7746|DCT1|3719
7747|DMT1|3719
7748|DMT-1|3719
7749|FLJ37416|3719
7750|N-ras|3721
7751|KIAA0343|3722
7752|Bravo|3722
7753|NRD1|3723
7754|hNRD1|3723
7755|hNRD2|3723
7756|EWG|3724
7757|ALPHA-PAL|3724
7758|D14S46E|3726
7759|RP27|3726
7760|NRL-MAF|3726
7761|NTN|3727
7762|NSEP1|3728
7763|YB-1|3728
7764|YB1|3728
7765|DBPB|3728
7766|NSEP-1|3728
7767|MDR-NF1|3728
7768|BP-8|3728
7769|CSDB|3728
7770|CSDA2|3728
7771|SKD2|3729
7772|SEC18|3729
7773|NT5|3730
7774|CD73|3730
7775|eN|3730
7776|eNT|3730
7777|CALJA|3730
7778|NGF2|3731
7779|NTF5|3732
7780|NT-4/5|3732
7781|GLC1O|3732
7782|NTF6|3733
7783|PSI-NT4|3733
7784|NTF5P|3733
7785|NTH1|3736
7786|OCTS3|3736
7787|TRKA|3737
7788|MTC|3737
7789|TRKB|3738
7790|TRKC|3739
7791|NTN2L|3740
7792|NTRKR1|3741
7793|NTRKR2|3742
7794|BDB|3742
7795|BDB1|3742
7796|TYRO10|3743
7797|NTRKR3|3743
7798|NTR|3745
7799|NUC|3746
7800|Calnuc|3746
7801|NEFA|3747
7802|NUMA|3748
7803|MGC8530|3749
7804|NUP96|3750
7805|Nup98-Nup96|3750
7806|Nup98-96|3750
7807|NUP196|3750
7808|NURR1|3751
7809|TINUR|3751
7810|NOT|3751
7811|HZF-3|3751
7812|NVL2|3752
7813|OA1|3753
7814|OIAS|3754
7815|OIASI|3754
7816|IFI-4|3754
7817|HOGA|3757
7818|OATL1|3758
7819|OATL3|3759
7820|OAZ|3760
7821|AZI|3760
7822|MGC138338|3760
7823|D15S12|3762
7824|P|3762
7825|EYCL3|3762
7826|EYCL2|3762
7827|BEY2|3762
7828|EYCL|3762
7829|BEY|3762
7830|BEY1|3762
7831|OCRL1|3764
7832|Dent-2|3764
7833|ODC2|3766
7834|ODFPG|3767
7835|ODF27|3767
7836|RT7|3767
7837|HSPB10|3767
7838|CT133|3767
7839|ODF84|3768
7840|CT134|3768
7841|osteoadherin|3769
7842|SLRR2C|3769
7843|E1k|3770
7844|OGDC-E1|3770
7845|OGDH2|3770
7846|KGD1|3770
7847|HMMH|3771
7848|HOGG1|3771
7849|OGH1|3771
7850|MUTM|3771
7851|mimecan|3772
7852|OIF|3772
7853|SLRR3A|3772
7854|LOX-1|3773
7855|SCARE1|3773
7856|CLEC8A|3773
7857|OMGP|3774
7858|NTG|3776
7859|KIAA0567|3776
7860|FLJ12460|3776
7861|NPG|3776
7862|MGM1|3776
7863|OPCM|3777
7864|OBCAM|3777
7865|IGLON1|3777
7866|OPG|3778
7867|MRX60|3779
7868|OPN1|3779
7869|ARHGAP41|3779
7870|KOR|3781
7871|OPRK|3781
7872|NOCIR|3782
7873|ORL1|3782
7874|OOR|3782
7875|KOR-3|3782
7876|NOPr|3782
7877|PNOCR|3782
7878|MOR1|3783
7879|OPTX2|3784
7880|Six9|3784
7881|OLFR1|3785
7882|OR17-4|3785
7883|OR1F4|3786
7884|OR1F6|3786
7885|OR1F7|3786
7886|OR1F8|3786
7887|OR1F9|3786
7888|OR1F5|3786
7889|OR1F10|3786
7890|OR1F13P|3786
7891|Olfmf|3786
7892|OR16-90|3786
7893|OR16-36|3786
7894|OLFMF|3786
7895|OR3-145|3786
7896|OR16-89|3786
7897|OR16-37|3786
7898|OR16-88|3786
7899|OR2C2P|3787
7900|OLFmf3|3787
7901|OLFRA03|3788
7902|OR40|3788
7903|OR17-40|3788
7904|OLFRA04|3789
7905|OR228|3789
7906|OR17-228|3789
7907|ORC1L|3790
7908|HSORC1|3790
7909|PARC1|3790
7910|ORC2L|3791
7911|ORC4L|3792
7912|HsORC4|3792
7913|Orc4p|3792
7914|ORC5L|3793
7915|Orc5p|3793
7916|ORC5T|3793
7917|PPP1R117|3793
7918|ORCTL2|3794
7919|BWSCR1A|3794
7920|IMPT1|3794
7921|SLC22A1L|3794
7922|BWR1A|3794
7923|TSSC5|3794
7924|ITM|3794
7925|BWSCR1B|3795
7926|ORCTL2S|3795
7927|SLC22A1LS|3795
7928|BWR1B|3795
7929|p27-BWR1B|3795
7930|SLC22A18-AS1|3795
7931|A1AG1|3796
7932|AGP-B|3797
7933|AGP-B'|3797
7934|AGP2|3797
7935|OSBP1|3798
7936|MGC20461|3799
7937|OTCase|3800
7938|OTCD|3800
7939|OTC1|3800
7940|OTM|3801
7941|OSP|3801
7942|MUC9|3804
7943|CHIT5|3804
7944|HOVO1|3805
7945|MGC133129|3806
7946|OXA1|3806
7947|OXA1L1|3806
7948|OXCT|3807
7949|SCOT|3807
7950|OT|3808
7951|OXT-NPI|3808
7952|OT-NPI|3808
7953|OTR|3809
7954|P2X1|3810
7955|P2X3|3811
7956|P2X4|3812
7957|P2X5|3813
7958|LRH-1|3813
7959|P2X7|3814
7960|MGC20089|3814
7961|P2Y1|3815
7962|SARCC|3815
7963|P2U|3816
7964|NRU|3817
7965|P2Y4|3817
7966|P2P|3817
7967|P2Y6|3818
7968|P2Y11|3819
7969|P4HA|3820
7970|C-P4Halpha(I)|3820
7971|PO4DB|3821
7972|ERBA2L|3821
7973|PDIA1|3821
7974|PROHB|3821
7975|DSI|3821
7976|GIT|3821
7977|PO4HB|3821
7978|P4Hbeta|3821
7979|EBP1|3822
7980|ITAF45|3822
7981|PBP|3823
7982|RKIP|3823
7983|PEBP|3823
7984|PABPL3|3824
7985|tPABP|3824
7986|PCSK3|3827
7987|FUR|3827
7988|PACE|3827
7989|PACE4|3828
7990|SPC4|3828
7991|PEP|3829
7992|PP14|3829
7993|GdA|3829
7994|GdS|3829
7995|GdF|3829
7996|PAEG|3829
7997|GD|3829
7998|MGC138509|3829
7999|MGC142288|3829
8000|MDCR|3830
8001|MDS|3830
8002|LIS1|3830
8003|NudF|3830
8004|HSD-PLA2|3833
8005|PAGA|3834
8006|NKEFA|3834
8007|PH|3835
8008|PLANH1|3836
8009|PAI1|3836
8010|PAI|3836
8011|PLANH2|3837
8012|PAI2|3837
8013|HsT1201|3837
8014|PAI-2|3837
8015|PAK65|3839
8016|PAKgamma|3839
8017|MRX30|3840
8018|MRX47|3840
8019|hPAK3|3840
8020|bPAK|3840
8021|KIAA0270|3841
8022|PALM1|3841
8023|PHM|3842
8024|PANG|3843
8025|BIG-1|3843
8026|PAP|3844
8027|REG-III|3844
8028|REG3|3844
8029|PBCGF|3844
8030|PAPP-A|3845
8031|PAPPA1|3845
8032|IGFBP-4ase|3845
8033|ASBABP2|3845
8034|DIPLA1|3845
8035|PARK2|3846
8036|PDJ|3846
8037|AR-JP|3846
8038|parkin|3846
8039|DAN|3847
8040|par-4|3848
8041|PAR4|3848
8042|PAX-2|3850
8043|WS1|3851
8044|HUP2|3851
8045|PAX-3|3851
8046|MODY9|3852
8047|BSAP|3853
8048|PAX-5|3853
8049|AN1|3854
8050|AN2|3854
8051|D11S812E|3854
8052|Hup1|3855
8053|PhLP|3856
8054|DKFZp564M1863|3856
8055|PBXP1|3859
8056|HOX12|3860
8057|PBX2MHC|3860
8058|PCB|3862
8059|DCOH|3863
8060|PCBD|3863
8061|HNRPE1|3864
8062|hnRNP-E1|3864
8063|HNRPX|3864
8064|hnRNP-X|3864
8065|HNRPE2|3865
8066|hnRNP-E2|3865
8067|HNRNPE2|3865
8068|pc42|3868
8069|PCDH2|3869
8070|PC-43|3869
8071|PC43|3869
8072|PCDH-GAMMA-C3|3869
8073|BH-Pcdh|3870
8074|PPP1R120|3870
8075|PAPC|3871
8076|ARCADLIN|3871
8077|PLANH3|3873
8078|PCI|3873
8079|PAI3|3873
8080|PROCI|3873
8081|PEPCK-C|3874
8082|PEPCK|3875
8083|PEPCK2|3875
8084|PTC4|3876
8085|PCNT2|3879
8086|KEN|3879
8087|KIAA0402|3879
8088|PCNTB|3879
8089|SCKL4|3879
8090|PCPE|3880
8091|PCPE1|3880
8092|PRSM1|3881
8093|PCOLN3|3881
8094|KIAA0047|3881
8095|CHMP1|3881
8096|Vps46A|3881
8097|PEP-19|3882
8098|NEC1|3883
8099|PC1|3883
8100|PC1/3|3883
8101|PC5|3884
8102|PC6|3884
8103|SPC6|3884
8104|NEC2|3885
8105|PC2|3885
8106|SPC2|3885
8107|PCTK1|3886
8108|PCTAIRE|3886
8109|PCTAIRE1|3886
8110|PCTGAIRE|3886
8111|FLJ16665|3886
8112|PCTK2|3887
8113|PCTAIRE2|3887
8114|PCTK3|3888
8115|PCTAIRE3|3888
8116|PCYT1|3889
8117|CT|3889
8118|CTPCT|3889
8119|CCTalpha|3889
8120|MEKA|3890
8121|SLEB2|3891
8122|CD279|3891
8123|hSLE1|3891
8124|PD-1|3891
8125|ZMYND7|3892
8126|RP8|3892
8127|Hcam3|3894
8128|CGI-PDE|3896
8129|HcGIP1|3897
8130|DPDE2|3898
8131|DPDE4|3899
8132|DPDE1|3900
8133|DPDE3|3901
8134|PDEA|3902
8135|RP43|3902
8136|PDEA2|3903
8137|ACHM5|3903
8138|COD4|3903
8139|JBTS22|3904
8140|PDEG|3905
8141|RP57|3905
8142|HsT19550|3908
8143|PDES1B|3910
8144|PDGF1|3911
8145|PDGF-A|3911
8146|SIS|3912
8147|SSV|3912
8148|CD140a|3913
8149|PDGFR2|3913
8150|GAS9|3913
8151|PRLTS|3914
8152|PDEB|3915
8153|CSNB3|3915
8154|rd1|3915
8155|RP40|3915
8156|CSNBAD2|3915
8157|PDGFR|3916
8158|JTK12|3916
8159|CD140b|3916
8160|PDGFR1|3916
8161|PDHA|3917
8162|E1alpha|3917
8163|PDHAL|3918
8164|PDHE1B|3919
8165|E1beta|3919
8166|PDHK2|3921
8167|NPPS|3924
8168|M6S1|3924
8169|PDNP1|3924
8170|PC-1|3924
8171|PCA1|3924
8172|PDNP2|3925
8173|ATX|3925
8174|PD-IALPHA|3925
8175|PDNP3|3926
8176|PD-IBETA|3926
8177|gp130RB13-6|3926
8178|B10|3926
8179|CD203c|3926
8180|DFNB4|3928
8181|PDS|3928
8182|SCA23|3929
8183|PENKB|3929
8184|ADCA|3929
8185|PDZD1|3930
8186|NHERF3|3930
